Switch Name,Type,Top Housing Material,Bottom Housing Material,Stem Material,Mount Type,Spring,Act. Weight,Bot.-Out Weight,Pre-Travel Dist.,Total Travel Dist.
KiiBOOM Topaz,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,59g,65g,2.00 mm,3.20 mm
KiKiMeow Yuanqi,Linear,PC,Nylon,POM,PCB (5-pin),20 mm Single-Stage Stainless Steel Spring,43g,50g,2.00 mm,3.20 mm
Kinetic Labs Gecko Silent,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,54g,57.5g,,4.00 mm
Kinetic Labs Hippo,Linear,Nylon,Nylon,UHMWPE,PCB (5-pin),15.2 mm Stainless Steel Spring,,63.5g,,
Kinetic Labs Husky,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,2.00 mm,3.50 mm
Kinetic Labs Moon V2,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,,
Kinetic Labs Penguin V2,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,2.00 mm,4.00 mm
Kinetic Labs Salmon,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,2.00 mm,3.50 mm
KNC Keys Black Jacket,Tactile,Nylon,POK,POM,PCB (5-pin),Triple-Stage Spring,,56g,2.00 mm,3.50 mm
KNC Keys Chocolate Crinkle Cookies,Tactile,Nylon,Nylon,HPE,,Two-Stage Spring,,62g,,3.30 mm
KNC Keys Green Jacket,Tactile,HPE,Nylon,POM,PCB (5-pin),Two-Stage Spring,55g,63.5g,2.00 mm,3.10 mm
KNC Keys Green Jacket 1.5,Linear,HPE,Nylon,POM,PCB (5-pin),Two-Stage Spring,55g,63.5g,2.00 mm,3.50 mm
KNC Keys Red Jacket V1 Redux,Linear,Nylon,Nylon,POM,PCB (5-pin),Two-Stage Spring,52g,68g,2.00 mm,4.00 mm
KNC Keys Tempeh,Linear,Nylon,Nylon,POM,PCB (5-pin),22 mm Spring,,58g,,3.50 mm
KNC Keys The Preference,Linear,Nylon,Nylon,POM,PCB (5-pin),20 mm Single-Stage Spring,55g,62.5g,2.00 mm,4.00 mm
KNC Keys Ube Crinkle Cookies,Tactile,HPE,POM,HPE,PCB (5-pin),Two-Stage Spring,,58g,,3.30 mm
Kono Midnight,Tactile,PC,PC,POM,Plate (3-pin),Stainless Steel Spring,50g,65g,,3.00 mm
Kono Sunrise,Tactile,PC,PC,POM,Plate (3-pin),Gold-Plated Spring,45g,63.5g,2.00 mm,3.80 mm
Kono Sunset,Linear,PC,PC,POM,Plate (3-pin),Gold-Plated Spring,48g,63.5g,2.00 mm,3.80 mm
KRGD Red,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
KRGO Blue,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,60g,,,
KTech S1V2 Peach,Linear,HPE,,POM,PCB (5-pin),Stainless Steel Spring,50g,63.5g,2.00 mm,3.50 mm
KTech S2V2 Snow,Tactile,HPE,Proprietary Milky Blend,POM,PCB (5-pin),Stainless Steel Spring,50g,63.5g,,
KTech S3 Durian,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Single-Stage Stainless Steel Spring,55g,62g,2.00 mm,4.00 mm
KTT Ash Grey,Tactile,PC,Nylon,POM,Plate (3-pin),18 mm Stainless Steel Spring,38g,53g,2.00 mm,3.50 mm
KTT Baby Blue,Tactile,PC,Nylon,POM,PCB (5-pin),18 mm Stainless Steel Spring,38g,53g,2.00 mm,3.50 mm
KTT Baby Pink,Linear,PC,Nylon,POM,PCB (5-pin),18 mm Stainless Steel Spring,40g,45g,1.90 mm,3.50 mm
KTT Baby White,Linear,PC,Nylon,POM,PCB (5-pin),18 mm Stainless Steel Spring,43g,48g,1.90 mm,3.50 mm
KTT Baby Yellow,Linear,PC,Nylon,POM,PCB (5-pin),18 mm Stainless Steel Spring,50g,58g,1.90 mm,3.50 mm
KTT Bear,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,43g,50g,,3.80 mm
KTT Blue Jacaranda V2,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Stainless Steel Spring,39g,45g,,3.50 mm
KTT Blueberry,Linear,PC,Nylon,POM,PCB (5-pin),Two-Stage Spring,50g,60g,,4.00 mm
KTT Bluecheese,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,43g,,1.90 mm,3.50 mm
KTT Cabbage Tofu,Linear,PC,Nylon,POM,Plate (3-pin),22 mm Stainless Steel Spring,45g,53g,1.90 mm,4.00 mm
KTT Cabbage Tofu V2,Linear,PC,Nylon,POM,Plate (3-pin),22 mm Stainless Steel Spring,45g,53g,1.90 mm,4.00 mm
KTT Carpinteria,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,,50g,,
KTT Cloud Blue,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,43g,53g,2.00 mm,4.00 mm
KTT Coconut Latte,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,37g,45g,2.00 mm,3.50 mm
KTT Cream Yellow,Linear,PC,Nylon,POM,Plate (3-pin),18 mm Stainless Steel Spring,50g,58g,1.90 mm,3.50 mm
KTT Cream Yellow Pro,Linear,PC,Nylon,POM,Plate (3-pin),18 mm Stainless Steel Spring,43g,48g,1.90 mm,3.50 mm
KTT Darling,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,53g,2.00 mm,3.50 mm
KTT F2,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,43g,53g,1.90 mm,3.50 mm
KTT Floating Light,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,43g,53g,1.90 mm,4.00 mm
KTT Glimp,Linear,PC,Nylon,POM,PCB (5-pin),18 mm Stainless Steel Spring,43g,53g,1.90 mm,4.00 mm
KTT Grapefruit,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,,2.00 mm,4.00 mm
KTT Haluhalo,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,,4.00 mm
KTT Hyacinth,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Stainless Steel Spring,45g,50g,1.90 mm,3.50 mm
KTT Hyacinth Green,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,56g,2.00 mm,3.50 mm
KTT Hyacinth Pink,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Stainless Steel Spring,45g,50g,1.90 mm,3.50 mm
KTT Iwai Tea,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,43g,50g,2.00 mm,3.60 mm
KTT Kang White,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,58g,1.90 mm,4.00 mm
KTT Kang White V3,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,50g,58g,1.90 mm,4.00 mm
KTT Laurel,Linear,POM,POM,POM,Plate (3-pin),22 mm Stainless Steel Spring,43g,50g,1.80 mm,3.50 mm
KTT Lavender,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,43g,50g,1.90 mm,3.50 mm
KTT Lightning,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,43g,50g,1.00 mm,3.00 mm
KTT Low Profile Brown,Tactile,,,,PCB (5-pin),Stainless Steel Spring,45g,55g,1.20 mm,2.50 mm
KTT Low Profile Red,Linear,,,,PCB (5-pin),Stainless Steel Spring,40g,55g,1.20 mm,2.50 mm
KTT Low Profile White,Clicky,,,,PCB (5-pin),Stainless Steel Spring,40g,55g,1.20 mm,2.50 mm
KTT Macaron Blue,Tactile,PC,Nylon,POM,PCB (5-pin),18 mm Stainless Steel Spring,40g,50g,1.90 mm,4.00 mm
KTT Macaron Green,Linear,PC,Nylon,POM,PCB (5-pin),18 mm Stainless Steel Spring,55g,63g,2.00 mm,4.00 mm
KTT Macaron Orange,Tactile,PC,Nylon,POM,PCB (5-pin),18 mm Stainless Steel Spring,38g,50g,1.90 mm,4.00 mm
KTT Macaron Pink,Linear,PC,Nylon,POM,PCB (5-pin),18 mm Stainless Steel Spring,43g,50g,2.00 mm,4.00 mm
KTT Macaron Purple,Linear,PC,Nylon,POM,PCB (5-pin),18 mm Stainless Steel Spring,58g,65g,2.00 mm,4.00 mm
KTT Macaron Red,Linear,PC,Nylon,POM,PCB (5-pin),18 mm Stainless Steel Spring,37g,45g,2.00 mm,4.00 mm
KTT Macaron Yellow,Linear,PC,Nylon,POM,PCB (5-pin),18 mm Stainless Steel Spring,48g,56g,2.00 mm,4.00 mm
KTT Mallo - 55g,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,55g,,4.00 mm
KTT Mallo - 68g,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,68g,,4.00 mm
KTT Mango Pomelo,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,37g,45g,1.90 mm,4.00 mm
KTT Mannan Pipefish,Linear,PC,Nylon,POM,Plate (3-pin),22 mm Stainless Spring,37g,45g,1.90 mm,4.00 mm
KTT Matcha,Tactile,PC,PC,POM,Plate (3-pin),Gold-Plated spring,40g,45g,1.90 mm,4.00 mm
KTT Miaowu - 37g,Linear,PC,Nylon,POK,PCB (5-pin),Gold-Plated Spring,37g,45g,2.00 mm,3.50 mm
KTT Miaowu - 43g,Linear,PC,Nylon,POK,PCB (5-pin),Gold-Plated Spring,43g,50g,2.00 mm,3.50 mm
KTT Mint,Linear,PC,Nylon,POM,Plate (3-pin),15 mm Spring,45g,53g,2.00 mm,4.00 mm
KTT Monochrome - Chalk,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,2.00 mm,3.80 mm
KTT Monochrome - Marble,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,38g,63.5g,2.00 mm,4.00 mm
KTT Monochrome - Oynx,Tactile,PC,PC,POM,PCB (5-pin),22 mm Stainless Steel Spring,46g,63g,2.00 mm,4.00 mm
KTT MoonRosa,Linear,POM,POM,POM,PCB (5-pin),22 mm Spring,37g,45g,1.80 mm,3.50 mm
KTT MoonRosa V2,Linear,POM,POM,POM,PCB (5-pin),22 mm Spring,37g,45g,1.80 mm,3.50 mm
KTT Orange,Linear,PC,PC,POM,PCB (5-pin),22 mm Gold-Plated Spring,46g,53g,1.90 mm,3.50 mm
KTT Peach,Linear,PC,Nylon,POM,Plate (3-pin),Progressive Spring,45g,53g,2.00 mm,4.00 mm
KTT Phalaenopsis,Tactile,PC,PC,POM,Plate (3-pin),22 mm Gold-Plated Spring,37g,50g,2.00 mm,4.00 mm
KTT Pine,Linear,PC,PC,POM,PCB (5-pin),15.5 mm Gold-Plated Spring,45g,58g,1.90 mm,4.00 mm
KTT Purple Click,Clicky,PC,Nylon,POM,Plate (3-pin),18 mm Spring,40g,55g,1.90 mm,4.00 mm
KTT Purple Star,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,43g,50g,1.80 mm,3.50 mm
KTT Purple Star V2,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,43g,50g,1.80 mm,3.50 mm
KTT Retro Blue,Linear,PC,Nylon,POK,PCB (5-pin),Stainless Steel Spring,45g,50g,1.90 mm,3.50 mm
KTT Retro Red,Linear,PC,Nylon,POK,PCB (5-pin),Stainless Steel Spring,48g,58g,2.00 mm,4.00 mm
KTT Retro Silver,Linear,PC,Nylon,POK,PCB (5-pin),Stainless Steel Spring,45g,50g,1.30 mm,3.20 mm
KTT Retro Silver Dustproof,Linear,PC,Nylon,POK,PCB (5-pin),Stainless Steel Spring,45g,50g,1.30 mm,3.20 mm
KTT Romance,Linear,PC,Nylon,PC,Plate (3-pin),Stainless Steel Spring,39g,50g,2.00 mm,3.70 mm
KTT Rose,Linear,PC,Nylon,POM,PCB (5-pin),Progressive Spring,,63.5g,,4.00 mm
KTT Sea Salt Lemon,Linear,PC,Nylon,POM,Plate (3-pin),13 mm Progressive Spring,45g,53g,2.00 mm,4.00 mm
KTT Semi Mute Silent,Linear,PC,PC,POM,Plate (3-pin),15 mm Spring,43g,58g,1.60 mm,4.00 mm
KTT Strawberry,Linear,PC,PC,POM,PCB (5-pin),Gold-Plated Spring,43g,62g,1.90 mm,4.00 mm
KTT Strawberry V2,Linear,PC,PC,POM,PCB (5-pin),Gold-Plated Spring,43g,62g,1.90 mm,4.00 mm
KTT Sweet Orange,Linear,PC,PC,POM,PCB (5-pin),22 mm Gold-Plated Spring,46g,53g,1.90 mm,3.50 mm
KTT Vanilla Ice Cream,Linear,Proprietary KTT Blend,POK,POK,PCB (5-pin),18 mm Stainless Steel Spring,43g,48g,1.90 mm,3.50 mm
KTT Waverider,Tactile,POM,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,,4.00 mm
KTT Wine Red,Linear,PC,PC,POM,Plate (3-pin),Progressive Spring,44g,55g,2.00 mm,4.00 mm
KTT Wine Red V2,Linear,PC,PC,POM,Plate (3-pin),Progressive Spring,43g,53g,2.00 mm,4.00 mm
KTT Yexia,Linear,PC,Nylon,POM,Plate (3-pin),Two-Stage Extension Spring,,50g,,
KZZI Dependent Silent,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,37g,,1.80 mm,
KZZI Encounter,Linear,POM,POM,LY,PCB (5-pin),Stainless Steel Spring,40g,55g,1.20 mm,3.40 mm
KZZI Eternity,Tactile,POM,POM,LY,PCB (5-pin),Stainless Steel Spring,40g,50g,,3.70 mm
KZZI Lemon Green,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Stainless Steel Spring,42g,,2.00 mm,3.70 mm
KZZI Lilac Purple,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Stainless Steel Spring,42g,,1.20 mm,3.40 mm
KZZI Love,Linear,POM,POM,LY,PCB (5-pin),Stainless Steel Spring,37g,,2.00 mm,
KZZI Sakura Pink,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Stainless Steel Spring,37g,,2.00 mm,3.70 mm
KZZI Shining,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,,1.20 mm,3.40 mm
Langtu Gold,Linear,,,,Plate (3-pin),Stainless Steel Spring,45g,68g,1.80 mm,3.80 mm
Langtu Sea Air,Linear,PC,PC,,PCB (5-pin),Stainless Steel Spring,42g,55g,1.60 mm,3.50 mm
Langtu Sea and Air Pro,Linear,,,,PCB (5-pin),Stainless Steel Spring,45g,60g,2.00 mm,3.60 mm
Langtu Silver,Tactile,,,,PCB (5-pin),Stainless Steel Spring,50g,78g,2.00 mm,4.00 mm
Langtu Silver Grey,Linear,,,,Plate (3-pin),Stainless Steel Spring,45g,50g,2.00 mm,3.30 mm
Latenpow Magnetic Strawberry,Linear,PC,Nylon,POM,,Stainless Steel Spring,30g,,,4.00 mm
LCET Banana,Tactile,,,,PCB (5-pin),Stainless Steel Spring,47g,58g,2.00 mm,3.50 mm
LCET Band White,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,42g,50g,2.00 mm,4.00 mm
LCET Black,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
LCET Blue and Purple,Clicky,,,,Plate (3-pin),Stainless Steel Spring,,,,
LCET Blue B-Stock,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
LCET Blue Dream,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,47g,58g,1.80 mm,3.60 mm
LCET Blue Pink,Tactile,,,,PCB (5-pin),Stainless Steel Spring,47g,58g,1.80 mm,3.60 mm
LCET Blue V3,Clicky,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,,62g,,
LCET Brazilian Iron,Linear,,,,PCB (5-pin),Stainless Steel Spring,47g,,1.80 mm,3.50 mm
LCET Brazilian Iron,Tactile,,,,PCB (5-pin),Stainless Steel Spring,47g,,1.80 mm,3.50 mm
LCET Brown,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
LCET Desert,Tactile,,,,PCB (5-pin),Stainless Steel Spring,47g,58g,1.80 mm,3.60 mm
LCET Dreamsea Silent,Linear,POM,POM,POK,PCB (5-pin),Stainless Steel Spring,35g,,2.00 mm,3.60 mm
LCET Early Spring,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,47g,58g,1.80 mm,3.60 mm
LCET Glacier Brown B-Stock,Tactile,PC,Nylon,POM,Plate (3-pin),,,,,
LCET Glacier Red D-Stock,Tactile,PC,Nylon,POM,Plate (3-pin),,,,,
LCET Grace,Linear,,,,PCB (5-pin),Stainless Steel Spring,50g,60g,2.00 mm,4.00 mm
LCET Green Marsh,Linear,,,,PCB (5-pin),Stainless Steel Spring,35g,45g,1.80 mm,3.50 mm
LCET Hepburn,Linear,LY,Nylon,LY,PCB (5-pin),20 mm Single-Stage Stainless Steel Spring,40g,48g,1.80 mm,3.50 mm
LCET Ice Clear,Linear,PC,PC,PC,Plate (3-pin),Stainless Steel Spring,50g,60g,1.80 mm,3.50 mm
LCET Joker,Tactile,,,,PCB (5-pin),Stainless Steel Spring,47g,57g,1.80 mm,3.60 mm
LCET Maple Leaf,Tactile,,,,PCB (5-pin),Stainless Steel Spring,47g,60g,1.80 mm,3.80 mm
LCET Milk Cap,Linear,,,,PCB (5-pin),Stainless Steel Spring,35g,45g,2.00 mm,4.00 mm
LCET Mountain,Tactile,,,,PCB (5-pin),Stainless Steel Spring,47g,55g,,3.70 mm
LCET Oasis,Tactile,,,,PCB (5-pin),Stainless Steel Spring,47g,58g,1.80 mm,3.60 mm
LCET Oceanic Blue,Linear,,,,Plate (3-pin),Stainless Steel Spring,37g,47g,2.00 mm,3.90 mm
LCET Optical Black,Clicky,PC,Nylon,POM,,Stainless Steel Spring,55g,65g,,
LCET Optical Blue,Clicky,PC,Nylon,POM,,Stainless Steel Spring,55g,65g,,
LCET Optical Orange,Clicky,PC,Nylon,POM,,Stainless Steel Spring,55g,65g,,
LCET Optical Red,Linear,PC,Nylon,POM,,Stainless Steel Spring,45g,65g,,
LCET Panda F-Stock,Tactile,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
LCET Panda Z-Stock,Tactile,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
LCET Passion,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,47g,58g,1.80 mm,3.60 mm
LCET Pollen,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,36g,45g,2.00 mm,4.00 mm
LCET Purple,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,36g,45g,2.00 mm,3.60 mm
LCET Red,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
LCET Silver,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,,1.00 mm,3.50 mm
LCET Snow Leopard,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,43g,48g,1.60 mm,3.30 mm
LCET Sprout,Linear,,,,PCB (5-pin),Stainless Steel Spring,50g,60g,2.00 mm,4.00 mm
LCET Sweet Heart Pink,Tactile,,,,PCB (5-pin),Stainless Steel Spring,47g,58g,1.80 mm,3.60 mm
LCET Sweet Pink Queen,Tactile,,,,PCB (5-pin),Stainless Steel Spring,47g,58g,1.80 mm,3.60 mm
LCET Warm,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,42g,50g,2.00 mm,4.00 mm
LCET White Raspberry,Tactile,,,,PCB (5-pin),Stainless Steel Spring,47g,55g,1.80 mm,3.60 mm
LCET Wujing Eva,Linear,,,,PCB (5-pin),Stainless Steel Spring,50g,60g,1.80 mm,3.60 mm
LCET Yingluo,Tactile,,,,PCB (5-pin),Stainless Steel Spring,47g,58g,1.80 mm,3.60 mm
Lelelab Y2K,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,60g,67g,2.00 mm,4.00 mm
LEOBOG Barbie,Linear,POM,POM,POM,Plate (3-pin),Stainless Steel Spring,33g,45g,1.50 mm,3.70 mm
LEOBOG Black Crystal,Tactile,PC,PC,POM,Plate (3-pin),Stainless Steel Spring,,,,
LEOBOG Chive,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,53g,68g,1.60 mm,3.80 mm
LEOBOG Chive V2,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,46g,63g,1.30 mm,3.80 mm
LEOBOG Greywood,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,40g,53g,1.70 mm,3.60 mm
LEOBOG Greywood V2,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,40g,53g,1.50 mm,3.60 mm
LEOBOG Greywood V3,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,40g,53g,1.50 mm,3.60 mm
LEOBOG Greywood V4,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,40g,50g,1.50 mm,3.60 mm
LEOBOG Ice Blue,Clicky,PC,PC,PC,PCB (5-pin),Stainless Steel Spring,43g,53g,1.50 mm,3.50 mm
LEOBOG Ice Crystal,Linear,PC,PC,POM,Plate (3-pin),Stainless Steel Spring,35g,48g,1.80 mm,3.70 mm
LEOBOG Ice Soul,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,30g,45g,1.70 mm,3.60 mm
LEOBOG Immortality,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,42g,55g,1.60 mm,3.60 mm
LEOBOG Ink Crystal V3,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,50g,64g,1.90 mm,3.40 mm
LEOBOG Juggle,Tactile,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,36g,54g,1.60 mm,3.60 mm
LEOBOG Juggle V2,Tactile,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,36g,54g,1.60 mm,3.60 mm
LEOBOG Kayking,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,35g,43g,1.50 mm,3.50 mm
LEOBOG Kayking V2,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,35g,43g,1.50 mm,3.50 mm
LEOBOG Nimbus,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,35g,45g,1.20 mm,3.60 mm
LEOBOG Nimbus V2,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,35g,45g,1.20 mm,3.60 mm
LEOBOG Nimbus V3,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,34g,45g,1.30 mm,3.70 mm
LEOBOG Purple King,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,37g,45g,1.50 mm,3.60 mm
LEOBOG Rambo,Linear,POM,POM,POM,Plate (3-pin),Stainless Steel Spring,43g,55g,1.70 mm,3.80 mm
LEOBOG Reaper,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,55g,1.80 mm,3.60 mm
LEOBOG Rocklee,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,36g,45g,1.80 mm,3.80 mm
LEOBOG S² Engine,Linear,,,POM,PCB (5-pin),Two-Stage Stainless Steel Spring,36g,,1.50 mm,3.80 mm
LEOBOG Seiya,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,40g,55g,1.80 mm,3.50 mm
LEOBOG Shanyi,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
LEOBOG Standard Brown,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,26g,43g,2.00 mm,3.60 mm
LEOBOG Wolfberry,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,63g,1.70 mm,3.60 mm
LEOBOG Wolfberry V2,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,60g,1.90 mm,3.60 mm
LEOBOG Yiling,Linear,Nylon,Nylon,POM,PCB (5-pin),22 mm Two-Stage Stainless Steel Spring,43g,52g,,
LEOBOG Yubai,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,36g,48g,,
Lichicx A-Anna,Tactile,,,,PCB (5-pin),Stainless Steel Spring,39g,49g,2.00 mm,3.00 mm
Lichicx Baihao Silent,Linear,Nylon,Nylon,POM,PCB (5-pin),16.5 mm Single-Stage Extension Spring,32.5g,37g,2.00 mm,3.90 mm
Lichicx Durian Ice Cream,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,40g,45g,2.00 mm,3.40 mm
Lichicx Gentle V2 Silent,Linear,POK,Nylon,POM,PCB (5-pin),17 mm Single-Stage Spring,49g,58g,2.00 mm,3.80 mm
Lichicx Goodbye,Tactile,POK,Nylon,POM,PCB (5-pin),20 mm Single-Stage Spring,58g,53.5g,,3.00 mm
Lichicx Green Mustard,Linear,Nylon,Nylon,POM,PCB (5-pin),15 mm Stainless Steel Spring,42g,55g,2.00 mm,4.00 mm
Lichicx Huangyan Silent,Linear,Nylon,Nylon,POM,PCB (5-pin),Extension Spring,46g,55g,2.00 mm,3.60 mm
Lichicx I-Irene,Tactile,,,,PCB (5-pin),Stainless Steel Spring,43g,48g,1.90 mm,3.80 mm
Lichicx K-Kira,Linear,,,,PCB (5-pin),Stainless Steel Spring,38g,55g,1.20 mm,3.00 mm
Lichicx L-Lucky,Linear,,,,PCB (5-pin),Stainless Steel Spring,25g,45g,2.00 mm,3.60 mm
Lichicx Lucy Silent,Linear,POK,Nylon,POM,PCB (5-pin),Stainless Steel Spring,42g,55g,1.90 mm,3.70 mm
Lichicx Purple Bamboo,Tactile,Nylon,Nylon,POM,PCB (5-pin),14mm Stainless Steel Spring,45g,60g,2.40 mm,4.00 mm
Lichicx RAW Large Tactile Silent,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,46g,62g,2.00 mm,4.00 mm
Lichicx RAW Silent,Linear,PC,Nylon,POM,PCB (5-pin),Single-Stage Silver-Plated Spring,46g,57.5g,2.00 mm,4.00 mm
Lichicx RAW Small Tactile Silent,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,46g,57.5g,2.00 mm,4.00 mm
Lichicx Torch,Linear,POK,Nylon,POM,PCB (5-pin),16 mm Single-Stage Stainless Steel Spring,35g,45g,2.00 mm,4.00 mm
Lichicx Yalasuo,Linear,Nylon,Nylon,POM,PCB (5-pin),20 mm Single-Stage Extension Spring,47g,55g,2.00 mm,3.70 mm
LODK Wind Chime,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,38g,43g,1.60 mm,3.20 mm
Lofree Low Profile Ghost POM,Linear,POM,POM,POM,Plate (3-pin),Stainless Steel Spring,50g,,1.20 mm,2.80 mm
Lofree Low Profile Phantom POM,Tactile,POM,POM,POM,Plate (3-pin),Stainless Steel Spring,45g,,1.60 mm,2.80 mm
Lofree Low Profile Wizard POM,Clicky,POM,POM,POM,Plate (3-pin),Stainless Steel Spring,50g,,1.20 mm,2.80 mm
Logitech Blast,Tactile,,,,Plate (3-pin),Stainless Steel Spring,50g,55g,2.00 mm,4.00 mm
Logitech Cosmos/Daydream,Tactile,,,,Plate (3-pin),Stainless Steel Spring,50g,55g,2.00 mm,4.00 mm
Logitech GL,Clicky,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,65g,1.50 mm,2.70 mm
Logitech GL,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,65g,1.50 mm,2.70 mm
Logitech GL,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,1.50 mm,2.70 mm
Logitech GX Blue,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,50g,60g,2.00 mm,4.00 mm
